period_in_session,subject,behavioral_evaluator_choice,bayes_evaluator_choice,session,subject_in_session,group,q,bluecore,blueshell,block,period_in_block,evaluator_choice,payoff,game,order,bluereport,period_in_treatment,role,urn,reporter_choice,reporter_truth,q8,lateblock,cc,hf,cl,ca,orangereport_orangecore,bluereport_bluecore,bluereport_orangecore,orangereport_bluecore,oreport_ocore_vs_breport_bcore,breport_bcore_vs_breport_ocore,breport_ocore_vs_oreport_bcore
38,154,61.379234,54.961216,7,14,2,8,1,1,3,6,60,.75,HF,8686,1,22,evaluator,informative,,,1,1,0,1,0,0,0,1,0,0,1,0,
39,154,27.736202,43.222252,7,14,4,8,0,1,3,7,50,0,HF,8686,1,23,evaluator,uninformative,,,1,1,0,1,0,0,0,0,1,0,,1,0
40,154,61.019211,54.706287,7,14,3,8,1,1,3,8,60,.75,HF,8686,1,24,evaluator,informative,,,1,1,0,1,0,0,0,1,0,0,1,0,
41,154,61.217842,54.706287,7,14,4,8,1,1,3,9,60,.75,HF,8686,1,25,evaluator,uninformative,,,1,1,0,1,0,0,0,1,0,0,1,0,
42,154,61.402927,54.470398,7,14,1,8,1,1,3,10,60,.75,HF,8686,1,26,evaluator,informative,,,1,1,0,1,0,0,0,1,0,0,1,0,
43,154,61.575813,54.470398,7,14,9,8,1,1,3,11,55,0,HF,8686,1,27,evaluator,uninformative,,,1,1,0,1,0,0,0,1,0,0,1,0,
44,154,,,7,14,10,8,0,1,3,12,75,.75,HF,8686,0,28,evaluator,informative,,,1,1,0,1,0,0,1,0,0,0,0,,
45,154,61.889519,55.362095,7,14,3,8,1,0,3,13,50,.75,HF,8686,1,29,evaluator,uninformative,,,1,1,0,1,0,0,0,1,0,0,1,0,
46,154,62.032265,55.131157,7,14,7,8,1,0,3,14,50,.75,HF,8686,1,30,evaluator,uninformative,,,1,1,0,1,0,0,0,1,0,0,1,0,
47,154,,,7,14,3,8,1,1,3,15,15,.75,HF,8686,0,31,evaluator,uninformative,,,1,1,0,1,0,0,0,0,0,1,,,1
48,154,61.713696,55.861897,7,14,3,8,1,1,3,16,50,.75,HF,8686,1,32,evaluator,uninformative,,,1,1,0,1,0,0,0,1,0,0,1,0,
49,154,57.204414,56.883396,7,14,4,6,1,1,4,1,30,.75,HF,8686,1,17,evaluator,uninformative,,,0,1,0,1,0,0,0,1,0,0,1,0,
50,154,,,7,14,10,6,0,0,4,2,40,.75,HF,8686,0,18,evaluator,informative,,,0,1,0,1,0,0,1,0,0,0,0,,
51,154,37.729141,37.819523,7,14,4,6,0,0,4,3,25,.75,HF,8686,1,19,evaluator,informative,,,0,1,0,1,0,0,0,0,1,0,,1,0
52,154,38.719154,40.282631,7,14,10,6,0,1,4,4,25,0,HF,8686,1,20,evaluator,informative,,,0,1,0,1,0,0,0,0,1,0,,1,0
53,154,,,7,14,9,6,0,0,4,5,40,.75,HF,8686,0,21,evaluator,informative,,,0,1,0,1,0,0,1,0,0,0,0,,
54,154,57.549484,56.669312,7,14,11,6,1,0,4,6,30,0,HF,8686,1,22,evaluator,informative,,,0,1,0,1,0,0,0,1,0,0,1,0,
55,154,,,7,14,9,6,0,0,4,7,40,0,HF,8686,0,23,evaluator,informative,,,0,1,0,1,0,0,1,0,0,0,0,,
56,154,37.460014,38.834034,7,14,11,6,0,1,4,8,20,.75,HF,8686,1,24,evaluator,uninformative,,,0,1,0,1,0,0,0,0,1,0,,1,0
57,154,,,7,14,5,6,1,1,4,9,40,.75,HF,8686,0,25,evaluator,uninformative,,,0,1,0,1,0,0,0,0,0,1,,,1
58,154,57.489124,57.813358,7,14,12,6,1,1,4,10,30,0,HF,8686,1,26,evaluator,uninformative,,,0,1,0,1,0,0,0,1,0,0,1,0,
59,154,,,7,14,12,6,0,1,4,11,40,0,HF,8686,0,27,evaluator,informative,,,0,1,0,1,0,0,1,0,0,0,0,,
60,154,58.040215,58.184814,7,14,5,6,1,0,4,12,25,.75,HF,8686,1,28,evaluator,uninformative,,,0,1,0,1,0,0,0,1,0,0,1,0,
61,154,58.29155,57.980675,7,14,1,6,1,0,4,13,20,.75,HF,8686,1,29,evaluator,informative,,,0,1,0,1,0,0,0,1,0,0,1,0,
62,154,58.528595,57.980675,7,14,1,6,1,1,4,14,20,0,HF,8686,1,30,evaluator,informative,,,0,1,0,1,0,0,0,1,0,0,1,0,
63,154,58.752533,57.980675,7,14,2,6,1,0,4,15,20,0,HF,8686,1,31,evaluator,informative,,,0,1,0,1,0,0,0,1,0,0,1,0,
64,154,58.964428,57.980675,7,14,7,6,1,0,4,16,25,.75,HF,8686,1,32,evaluator,uninformative,,,0,1,0,1,0,0,0,1,0,0,1,0,
1,155,57.536415,57.536419,7,15,3,8,1,1,1,1,60,.75,HF,8686,1,1,evaluator,informative,,,1,0,0,1,0,0,0,1,0,0,1,0,
2,155,60.291317,57.536419,7,15,8,8,1,1,1,2,68,.75,HF,8686,1,2,evaluator,informative,,,1,0,0,1,0,0,0,1,0,0,1,0,
3,155,61.747894,57.536419,7,15,8,8,1,1,1,3,43,0,HF,8686,1,3,evaluator,informative,,,1,0,0,1,0,0,0,1,0,0,1,0,
4,155,62.655441,57.536419,7,15,6,8,1,0,1,4,53,.75,HF,8686,1,4,evaluator,informative,,,1,0,0,1,0,0,0,1,0,0,1,0,
5,155,19.147659,35.860123,7,15,9,8,0,1,1,5,10,.75,HF,8686,1,5,evaluator,uninformative,,,1,0,0,1,0,0,0,0,1,0,,1,0
6,155,61.010143,56.618111,7,15,11,8,1,0,1,6,56,.75,HF,8686,1,6,evaluator,informative,,,1,0,0,1,0,0,0,1,0,0,1,0,
7,155,61.656796,56.618111,7,15,6,8,1,0,1,7,40,0,HF,8686,1,7,evaluator,uninformative,,,1,0,0,1,0,0,0,1,0,0,1,0,
8,155,62.169579,55.776711,7,15,7,8,1,0,1,8,63,.75,HF,8686,1,8,evaluator,informative,,,1,0,0,1,0,0,0,1,0,0,1,0,
9,155,62.586411,55.776711,7,15,6,8,1,0,1,9,46,0,HF,8686,1,9,evaluator,informative,,,1,0,0,1,0,0,0,1,0,0,1,0,
10,155,62.93206,55.776711,7,15,7,8,1,0,1,10,46,.75,HF,8686,1,10,evaluator,informative,,,1,0,0,1,0,0,0,1,0,0,1,0,
11,155,20.46327,40.163834,7,15,6,8,0,0,1,11,10,.75,HF,8686,1,11,evaluator,uninformative,,,1,0,0,1,0,0,0,0,1,0,,1,0
12,155,25.740126,41.845737,7,15,12,8,0,1,1,12,12,.75,HF,8686,1,12,evaluator,uninformative,,,1,0,0,1,0,0,0,0,1,0,,1,0
13,155,60.945297,54.39505,7,15,6,8,1,1,1,13,67,.75,HF,8686,1,13,evaluator,informative,,,1,0,0,1,0,0,0,1,0,0,1,0,
14,155,61.293667,54.39505,7,15,12,8,1,1,1,14,76,.75,HF,8686,1,14,evaluator,informative,,,1,0,0,1,0,0,0,1,0,0,1,0,
15,155,,,7,15,8,8,1,1,1,15,9,.75,HF,8686,0,15,evaluator,uninformative,,,1,0,0,1,0,0,0,0,0,1,,,1
16,155,,,7,15,5,8,0,0,1,16,78,.75,HF,8686,0,16,evaluator,informative,,,1,0,0,1,0,0,1,0,0,0,0,,
17,155,35.860126,35.860123,7,15,3,6,0,1,2,1,6,0,HF,8686,1,1,evaluator,informative,,,0,0,0,1,0,0,0,0,1,0,,1,0
18,155,42.759918,42.759914,7,15,2,6,0,0,2,2,42,.75,HF,8686,1,2,evaluator,uninformative,,,0,0,0,1,0,0,0,0,1,0,,1,0
19,155,53.483192,54.262184,7,15,5,6,1,0,2,3,65,.75,HF,8686,1,3,evaluator,informative,,,0,0,0,1,0,0,0,1,0,0,1,0,
20,155,41.52911,43.770634,7,15,4,6,0,1,2,4,54,.75,HF,8686,1,4,evaluator,informative,,,0,0,0,1,0,0,0,0,1,0,,1,0
21,155,43.594936,45.823509,7,15,9,6,0,1,2,5,52,.75,HF,8686,1,5,evaluator,uninformative,,,0,0,0,1,0,0,0,0,1,0,,1,0
22,155,44.869198,46.277664,7,15,7,6,0,0,2,6,42,.75,HF,8686,1,6,evaluator,uninformative,,,0,0,0,1,0,0,0,0,1,0,,1,0
23,155,45.727707,46.661953,7,15,4,6,0,1,2,7,47,0,HF,8686,1,7,evaluator,informative,,,0,0,0,1,0,0,0,0,1,0,,1,0
24,155,53.007282,52.158726,7,15,4,6,1,0,2,8,65,.75,HF,8686,1,8,evaluator,informative,,,0,0,0,1,0,0,0,1,0,0,1,0,
25,155,54.131111,52.158726,7,15,7,6,1,1,2,9,65,.75,HF,8686,1,9,evaluator,uninformative,,,0,0,0,1,0,0,0,1,0,0,1,0,
26,155,,,7,15,9,6,0,1,2,10,67,.75,HF,8686,0,10,evaluator,informative,,,0,0,0,1,0,0,1,0,0,0,0,,
27,155,41.832947,45.333611,7,15,9,6,0,1,2,11,42,0,HF,8686,1,11,evaluator,uninformative,,,0,0,0,1,0,0,0,0,1,0,,1,0
28,155,55.391567,53.439785,7,15,5,6,1,1,2,12,65,.75,HF,8686,1,12,evaluator,uninformative,,,0,0,0,1,0,0,0,1,0,0,1,0,
29,155,41.575367,45.949951,7,15,2,6,0,1,2,13,51,.75,HF,8686,1,13,evaluator,uninformative,,,0,0,0,1,0,0,0,0,1,0,,1,0
30,155,55.620483,53.07893,7,15,2,6,1,1,2,14,67,.75,HF,8686,1,14,evaluator,uninformative,,,0,0,0,1,0,0,0,1,0,0,1,0,
31,155,56.204838,52.921249,7,15,5,6,1,0,2,15,68,0,HF,8686,1,15,evaluator,informative,,,0,0,0,1,0,0,0,1,0,0,1,0,
32,155,40.399937,46.443947,7,15,9,6,0,0,2,16,61,.75,HF,8686,1,16,evaluator,uninformative,,,0,0,0,1,0,0,0,0,1,0,,1,0
33,155,29.271528,32.157238,7,15,7,8,0,1,3,1,15,0,HF,8686,1,17,evaluator,informative,,,1,1,0,1,0,0,0,0,1,0,,1,0
34,155,60.376266,57.123047,7,15,9,8,1,0,3,2,65,.75,HF,8686,1,18,evaluator,informative,,,1,1,0,1,0,0,0,1,0,0,1,0,
35,155,,,7,15,9,8,1,0,3,3,53,.75,HF,8686,0,19,evaluator,uninformative,,,1,1,0,1,0,0,0,0,0,1,,,1
36,155,60.054211,58.463676,7,15,7,8,1,1,3,4,65,0,HF,8686,1,20,evaluator,uninformative,,,1,1,0,1,0,0,0,1,0,0,1,0,
37,155,60.32526,58.046032,7,15,12,8,1,1,3,5,64,.75,HF,8686,1,21,evaluator,informative,,,1,1,0,1,0,0,0,1,0,0,1,0,
38,155,31.054012,36.672226,7,15,9,8,0,1,3,6,46,.75,HF,8686,1,22,evaluator,uninformative,,,1,1,0,1,0,0,0,0,1,0,,1,0
39,155,,,7,15,9,8,1,1,3,7,38,.75,HF,8686,0,23,evaluator,uninformative,,,1,1,0,1,0,0,0,0,0,1,,,1
40,155,34.011536,35.054417,7,15,2,8,0,1,3,8,35,.75,HF,8686,1,24,evaluator,uninformative,,,1,1,0,1,0,0,0,0,1,0,,1,0
41,155,59.136005,58.37001,7,15,3,8,1,1,3,9,62,.75,HF,8686,1,25,evaluator,informative,,,1,1,0,1,0,0,0,1,0,0,1,0,
42,155,,,7,15,12,8,1,1,3,10,46,.75,HF,8686,0,26,evaluator,uninformative,,,1,1,0,1,0,0,0,0,0,1,,,1
43,155,58.989391,59.299999,7,15,7,8,1,1,3,11,65,.75,HF,8686,1,27,evaluator,informative,,,1,1,0,1,0,0,0,1,0,0,1,0,
44,155,,,7,15,5,8,0,1,3,12,68,.75,HF,8686,0,28,evaluator,informative,,,1,1,0,1,0,0,1,0,0,0,0,,
45,155,,,7,15,10,8,0,1,3,13,56,.75,HF,8686,0,29,evaluator,informative,,,1,1,0,1,0,0,1,0,0,0,0,,
46,155,33.878689,29.597107,7,15,6,8,0,0,3,14,40,.75,HF,8686,1,30,evaluator,uninformative,,,1,1,0,1,0,0,0,0,1,0,,1,0
47,155,59.296112,60.433472,7,15,4,8,1,1,3,15,60,.75,HF,8686,1,31,evaluator,uninformative,,,1,1,0,1,0,0,0,1,0,0,1,0,
48,155,34.327961,31.484095,7,15,9,8,0,0,3,16,45,.75,HF,8686,1,32,evaluator,uninformative,,,1,1,0,1,0,0,0,0,1,0,,1,0
49,155,41.229671,46.653973,7,15,3,6,0,0,4,1,53,0,HF,8686,1,17,evaluator,informative,,,0,1,0,1,0,0,0,0,1,0,,1,0
50,155,55.935894,52.477448,7,15,2,6,1,0,4,2,62,0,HF,8686,1,18,evaluator,informative,,,0,1,0,1,0,0,0,1,0,0,1,0,
51,155,41.10807,47.081776,7,15,9,6,0,1,4,3,42,.75,HF,8686,1,19,evaluator,uninformative,,,0,1,0,1,0,0,0,0,1,0,,1,0
52,155,56.049164,52.370983,7,15,12,6,1,1,4,4,65,.75,HF,8686,1,20,evaluator,informative,,,0,1,0,1,0,0,0,1,0,0,1,0,
53,155,41.00835,47.227619,7,15,3,6,0,0,4,5,50,.75,HF,8686,1,21,evaluator,uninformative,,,0,1,0,1,0,0,0,0,1,0,,1,0
54,155,56.142986,52.272396,7,15,10,6,1,1,4,6,60,0,HF,8686,1,22,evaluator,uninformative,,,0,1,0,1,0,0,0,1,0,0,1,0,
55,155,40.925091,47.483101,7,15,2,6,0,0,4,7,56,.75,HF,8686,1,23,evaluator,informative,,,0,1,0,1,0,0,0,0,1,0,,1,0
56,155,,,7,15,4,6,0,0,4,8,63,.75,HF,8686,0,24,evaluator,informative,,,0,1,0,1,0,0,1,0,0,0,0,,
57,155,56.563442,52.868992,7,15,4,6,1,0,4,9,65,0,HF,8686,1,25,evaluator,uninformative,,,0,1,0,1,0,0,0,1,0,0,1,0,
58,155,56.883156,52.772892,7,15,4,6,1,1,4,10,65,.75,HF,8686,1,26,evaluator,uninformative,,,0,1,0,1,0,0,0,1,0,0,1,0,
59,155,39.656754,46.861675,7,15,7,6,0,0,4,11,50,.75,HF,8686,1,27,evaluator,uninformative,,,0,1,0,1,0,0,0,0,1,0,,1,0
60,155,,,7,15,11,6,0,1,4,12,58,0,HF,8686,0,28,evaluator,uninformative,,,0,1,0,1,0,0,1,0,0,0,0,,
61,155,57.180546,53.3442,7,15,11,6,1,0,4,13,68,.75,HF,8686,1,29,evaluator,uninformative,,,0,1,0,1,0,0,0,1,0,0,1,0,
62,155,57.444366,53.246014,7,15,4,6,1,0,4,14,72,0,HF,8686,1,30,evaluator,uninformative,,,0,1,0,1,0,0,0,1,0,0,1,0,
63,155,57.693844,53.152794,7,15,4,6,1,0,4,15,68,.75,HF,8686,1,31,evaluator,uninformative,,,0,1,0,1,0,0,0,1,0,0,1,0,
64,155,38.120972,46.370899,7,15,3,6,0,0,4,16,53,0,HF,8686,1,32,evaluator,informative,,,0,1,0,1,0,0,0,0,1,0,,1,0
1,156,57.536415,57.536419,7,16,2,8,1,0,1,1,40.02,.75,HF,8686,1,1,evaluator,uninformative,,,1,0,0,1,0,0,0,1,0,0,1,0,
2,156,60.291317,56.618111,7,16,7,8,1,1,1,2,60.03,.75,HF,8686,1,2,evaluator,informative,,,1,0,0,1,0,0,0,1,0,0,1,0,
3,156,61.747894,56.618111,7,16,5,8,1,0,1,3,59.98,.75,HF,8686,1,3,evaluator,uninformative,,,1,0,0,1,0,0,0,1,0,0,1,0,
4,156,,,7,16,5,8,1,0,1,4,20,.75,HF,8686,0,4,evaluator,uninformative,,,1,0,0,1,0,0,0,0,0,1,,,1
5,156,,,7,16,5,8,0,1,1,5,20,.75,HF,8686,0,5,evaluator,informative,,,1,0,0,1,0,0,1,0,0,0,0,,
6,156,61.010143,60.619743,7,16,3,8,1,0,1,6,53,.75,HF,8686,1,6,evaluator,informative,,,1,0,0,1,0,0,0,1,0,0,1,0,
7,156,61.656796,60.619743,7,16,11,8,1,1,1,7,53,.75,HF,8686,1,7,evaluator,informative,,,1,0,0,1,0,0,0,1,0,0,1,0,
8,156,62.169579,60.619743,7,16,5,8,1,0,1,8,53,.75,HF,8686,1,8,evaluator,informative,,,1,0,0,1,0,0,0,1,0,0,1,0,
9,156,62.586411,60.619743,7,16,3,8,1,1,1,9,53,0,HF,8686,1,9,evaluator,uninformative,,,1,0,0,1,0,0,0,1,0,0,1,0,
10,156,62.93206,60.008018,7,16,3,8,1,1,1,10,53,.75,HF,8686,1,10,evaluator,informative,,,1,0,0,1,0,0,0,1,0,0,1,0,
11,156,63.223412,60.008018,7,16,8,8,1,1,1,11,53,.75,HF,8686,1,11,evaluator,informative,,,1,0,0,1,0,0,0,1,0,0,1,0,
12,156,63.472382,60.008018,7,16,3,8,1,1,1,12,52.56,.75,HF,8686,1,12,evaluator,informative,,,1,0,0,1,0,0,0,1,0,0,1,0,
13,156,63.687626,60.008018,7,16,2,8,1,1,1,13,52.1,0,HF,8686,1,13,evaluator,uninformative,,,1,0,0,1,0,0,0,1,0,0,1,0,
14,156,63.875584,59.382034,7,16,3,8,1,0,1,14,53,.75,HF,8686,1,14,evaluator,informative,,,1,0,0,1,0,0,0,1,0,0,1,0,
15,156,64.041153,59.382034,7,16,4,8,1,1,1,15,53,.75,HF,8686,1,15,evaluator,informative,,,1,0,0,1,0,0,0,1,0,0,1,0,
16,156,64.188118,59.382034,7,16,12,8,1,1,1,16,53,.75,HF,8686,1,16,evaluator,informative,,,1,0,0,1,0,0,0,1,0,0,1,0,
17,156,,,7,16,5,6,0,1,2,1,50,0,HF,8686,0,1,evaluator,informative,,,0,0,0,1,0,0,1,0,0,0,0,,
18,156,,,7,16,8,6,0,1,2,2,66,.75,HF,8686,0,2,evaluator,informative,,,0,0,0,1,0,0,1,0,0,0,0,,
19,156,,,7,16,10,6,1,1,2,3,0,.75,HF,8686,0,3,evaluator,uninformative,,,0,0,0,1,0,0,0,0,0,1,,,1
20,156,,,7,16,9,6,0,1,2,4,66,.75,HF,8686,0,4,evaluator,informative,,,0,0,0,1,0,0,1,0,0,0,0,,
21,156,60.168358,63.277214,7,16,2,6,1,1,2,5,44,0,HF,8686,1,5,evaluator,informative,,,0,0,0,1,0,0,0,1,0,0,1,0,
22,156,,,7,16,10,6,0,1,2,6,65.98,.75,HF,8686,0,6,evaluator,informative,,,0,0,0,1,0,0,1,0,0,0,0,,
23,156,,,7,16,3,6,0,0,2,7,66,.75,HF,8686,0,7,evaluator,informative,,,0,0,0,1,0,0,1,0,0,0,0,,
24,156,24.521215,15.804544,7,16,8,6,0,0,2,8,0,0,HF,8686,1,8,evaluator,informative,,,0,0,0,1,0,0,0,0,1,0,,1,0
25,156,60.710667,62.169582,7,16,3,6,1,1,2,9,44,.75,HF,8686,1,9,evaluator,informative,,,0,0,0,1,0,0,0,1,0,0,1,0,
26,156,28.352083,24.521215,7,16,1,6,0,1,2,10,20,.75,HF,8686,1,10,evaluator,uninformative,,,0,0,0,1,0,0,0,0,1,0,,1,0
27,156,32.014118,25.49642,7,16,2,6,0,1,2,11,20,.75,HF,8686,1,11,evaluator,informative,,,0,0,0,1,0,0,0,0,1,0,,1,0
28,156,,,7,16,11,6,0,1,2,12,66,.75,HF,8686,0,12,evaluator,informative,,,0,0,0,1,0,0,1,0,0,0,0,,
29,156,59.654812,60.965435,7,16,8,6,1,1,2,13,44,.75,HF,8686,1,13,evaluator,informative,,,0,0,0,1,0,0,0,1,0,0,1,0,
30,156,32.265766,29.136806,7,16,1,6,0,1,2,14,20,0,HF,8686,1,14,evaluator,informative,,,0,0,0,1,0,0,0,0,1,0,,1,0
31,156,34.400898,32.673725,7,16,6,6,0,0,2,15,21,.75,HF,8686,1,15,evaluator,uninformative,,,0,0,0,1,0,0,0,0,1,0,,1,0
32,156,,,7,16,7,6,1,1,2,16,0,.75,HF,8686,0,16,evaluator,uninformative,,,0,0,0,1,0,0,0,0,0,1,,,1
33,156,15.472136,32.157238,7,16,2,8,0,1,3,1,13,.75,HF,8686,1,17,evaluator,uninformative,,,1,1,0,1,0,0,0,0,1,0,,1,0
34,156,63.374783,58.756947,7,16,11,8,1,1,3,2,44,.75,HF,8686,1,18,evaluator,informative,,,1,1,0,1,0,0,0,1,0,0,1,0,
35,156,,,7,16,6,8,1,0,3,3,0,.75,HF,8686,0,19,evaluator,uninformative,,,1,1,0,1,0,0,0,0,0,1,,,1
36,156,62.729095,60.244118,7,16,6,8,1,1,3,4,44,.75,HF,8686,1,20,evaluator,uninformative,,,1,1,0,1,0,0,0,1,0,0,1,0,
37,156,62.896713,59.696327,7,16,4,8,1,1,3,5,44.4,.75,HF,8686,1,21,evaluator,informative,,,1,1,0,1,0,0,0,1,0,0,1,0,
38,156,63.050602,59.696327,7,16,12,8,1,0,3,6,44.4,0,HF,8686,1,22,evaluator,informative,,,1,1,0,1,0,0,0,1,0,0,1,0,
39,156,,,7,16,5,8,0,1,3,7,66.59999999999999,0,HF,8686,0,23,evaluator,uninformative,,,1,1,0,1,0,0,1,0,0,0,0,,
40,156,63.323437,60.866314,7,16,9,8,1,1,3,8,44.4,0,HF,8686,1,24,evaluator,informative,,,1,1,0,1,0,0,0,1,0,0,1,0,
41,156,63.444942,60.866314,7,16,1,8,1,0,3,9,44.4,.75,HF,8686,1,25,evaluator,informative,,,1,1,0,1,0,0,0,1,0,0,1,0,
42,156,63.557903,60.866314,7,16,8,8,1,1,3,10,44.4,0,HF,8686,1,26,evaluator,informative,,,1,1,0,1,0,0,0,1,0,0,1,0,
43,156,19.170603,28.091505,7,16,8,8,0,0,3,11,13,0,HF,8686,1,27,evaluator,informative,,,1,1,0,1,0,0,0,0,1,0,,1,0
44,156,21.935259,35.054417,7,16,1,8,0,0,3,12,17,0,HF,8686,1,28,evaluator,informative,,,1,1,0,1,0,0,0,0,1,0,,1,0
45,156,62.531181,57.46109,7,16,12,8,1,0,3,13,44.4,0,HF,8686,1,29,evaluator,uninformative,,,1,1,0,1,0,0,0,1,0,0,1,0,
46,156,,,7,16,9,8,1,1,3,14,0,.75,HF,8686,0,30,evaluator,uninformative,,,1,1,0,1,0,0,0,0,0,1,,,1
47,156,62.16671,58.035259,7,16,6,8,1,0,3,15,50,.75,HF,8686,1,31,evaluator,uninformative,,,1,1,0,1,0,0,0,1,0,0,1,0,
48,156,,,7,16,6,8,1,1,3,16,0,.75,HF,8686,0,32,evaluator,uninformative,,,1,1,0,1,0,0,0,0,0,1,,,1
49,156,58.128101,60.124546,7,16,9,6,1,0,4,1,50,.75,HF,8686,1,17,evaluator,informative,,,0,1,0,1,0,0,0,1,0,0,1,0,
50,156,36.552662,31.96953,7,16,3,6,0,1,4,2,50,0,HF,8686,1,18,evaluator,informative,,,0,1,0,1,0,0,0,0,1,0,,1,0
51,156,37.729141,34.492203,7,16,7,6,0,1,4,3,44,.75,HF,8686,1,19,evaluator,informative,,,0,1,0,1,0,0,0,0,1,0,,1,0
52,156,,,7,16,8,6,1,1,4,4,0,.75,HF,8686,0,20,evaluator,uninformative,,,0,1,0,1,0,0,0,0,0,1,,,1
53,156,39.563259,35.312782,7,16,7,6,0,0,4,5,44,.75,HF,8686,1,21,evaluator,uninformative,,,0,1,0,1,0,0,0,0,1,0,,1,0
54,156,40.291161,35.755245,7,16,7,6,0,1,4,6,44,.75,HF,8686,1,22,evaluator,uninformative,,,0,1,0,1,0,0,0,0,1,0,,1,0
55,156,40.925091,36.187664,7,16,6,6,0,0,4,7,44,.75,HF,8686,1,23,evaluator,informative,,,0,1,0,1,0,0,0,0,1,0,,1,0
56,156,56.221977,58.040947,7,16,5,6,1,1,4,8,50,0,HF,8686,1,24,evaluator,uninformative,,,0,1,0,1,0,0,0,1,0,0,1,0,
57,156,56.563442,57.882698,7,16,11,6,1,0,4,9,44,.75,HF,8686,1,25,evaluator,informative,,,0,1,0,1,0,0,0,1,0,0,1,0,
58,156,56.883156,57.882698,7,16,1,6,1,1,4,10,44,.75,HF,8686,1,26,evaluator,uninformative,,,0,1,0,1,0,0,0,1,0,0,1,0,
59,156,57.183151,57.726433,7,16,9,6,1,0,4,11,44.4,.75,HF,8686,1,27,evaluator,uninformative,,,0,1,0,1,0,0,0,1,0,0,1,0,
60,156,57.465199,57.572388,7,16,12,6,1,1,4,12,44.4,.75,HF,8686,1,28,evaluator,uninformative,,,0,1,0,1,0,0,0,1,0,0,1,0,
61,156,,,7,16,8,6,1,0,4,13,0,.75,HF,8686,0,29,evaluator,uninformative,,,0,1,0,1,0,0,0,0,0,1,,,1
62,156,39.145676,38.08123,7,16,3,6,0,0,4,14,44,.75,HF,8686,1,30,evaluator,uninformative,,,0,1,0,1,0,0,0,0,1,0,,1,0
63,156,,,7,16,11,6,0,1,4,15,66.66,.75,HF,8686,0,31,evaluator,uninformative,,,0,1,0,1,0,0,1,0,0,0,0,,
64,156,57.426064,58.106441,7,16,2,6,1,0,4,16,44.44,.75,HF,8686,1,32,evaluator,uninformative,,,0,1,0,1,0,0,0,1,0,0,1,0,
1,157,57.536415,57.536419,7,17,5,8,1,1,1,1,0,0,HF,8686,1,1,evaluator,informative,,,1,0,0,1,0,0,0,1,0,0,1,0,
2,157,,,7,17,10,8,1,1,1,2,70,0,HF,8686,0,2,evaluator,uninformative,,,1,0,0,1,0,0,0,0,0,1,,,1
3,157,57.378159,60.291313,7,17,9,8,1,0,1,3,50,0,HF,8686,1,3,evaluator,informative,,,1,0,0,1,0,0,0,1,0,0,1,0,
4,157,59.025253,60.291313,7,17,2,8,1,1,1,4,10,.75,HF,8686,1,4,evaluator,uninformative,,,1,0,0,1,0,0,0,1,0,0,1,0,
5,157,60.168358,59.56303,7,17,7,8,1,1,1,5,15,.75,HF,8686,1,5,evaluator,uninformative,,,1,0,0,1,0,0,0,1,0,0,1,0,
6,157,28.371347,33.283314,7,17,4,8,0,1,1,6,10,.75,HF,8686,1,6,evaluator,informative,,,1,0,0,1,0,0,0,0,1,0,,1,0
7,157,59.393505,56.309837,7,17,9,8,1,1,1,7,15,0,HF,8686,1,7,evaluator,informative,,,1,0,0,1,0,0,0,1,0,0,1,0,
8,157,60.118446,56.309837,7,17,12,8,1,1,1,8,20,.75,HF,8686,1,8,evaluator,informative,,,1,0,0,1,0,0,0,1,0,0,1,0,
9,157,60.710667,56.309837,7,17,4,8,1,1,1,9,20,0,HF,8686,1,9,evaluator,informative,,,1,0,0,1,0,0,0,1,0,0,1,0,
10,157,61.203815,56.309837,7,17,5,8,1,1,1,10,15,.75,HF,8686,1,10,evaluator,uninformative,,,1,0,0,1,0,0,0,1,0,0,1,0,
11,157,61.620983,55.826317,7,17,11,8,1,1,1,11,15,.75,HF,8686,1,11,evaluator,informative,,,1,0,0,1,0,0,0,1,0,0,1,0,
12,157,61.978565,55.826317,7,17,5,8,1,0,1,12,15,.75,HF,8686,1,12,evaluator,uninformative,,,1,0,0,1,0,0,0,1,0,0,1,0,
13,157,24.616219,42.080681,7,17,4,8,0,1,1,13,10,.75,HF,8686,1,13,evaluator,uninformative,,,1,0,0,1,0,0,0,0,1,0,,1,0
14,157,61.293667,54.977669,7,17,9,8,1,0,1,14,15,.75,HF,8686,1,14,evaluator,uninformative,,,1,0,0,1,0,0,0,1,0,0,1,0,
15,157,61.601818,54.612679,7,17,3,8,1,1,1,15,15,.75,HF,8686,1,15,evaluator,uninformative,,,1,0,0,1,0,0,0,1,0,0,1,0,
16,157,,,7,17,10,8,1,0,1,16,10,.75,HF,8686,0,16,evaluator,uninformative,,,1,0,0,1,0,0,0,0,0,1,,,1
17,157,35.860126,35.860123,7,17,11,6,0,1,2,1,20,.75,HF,8686,1,1,evaluator,uninformative,,,0,0,0,1,0,0,0,0,1,0,,1,0
18,157,42.759918,38.160057,7,17,6,6,0,1,2,2,15,0,HF,8686,1,2,evaluator,informative,,,0,0,0,1,0,0,0,0,1,0,,1,0
19,157,53.483192,54.262184,7,17,2,6,1,0,2,3,20,0,HF,8686,1,3,evaluator,informative,,,0,0,0,1,0,0,0,1,0,0,1,0,
